sweep,xi,d2,L,N,T,rm,sigma0_hi,a,s0bar,K1,K2,kappa,A,mass_int,mean_int,vmean_int,mmin,stationarity_u,stationarity_v,stationarity_w,stationarity_max,comparison_interval,solver_success,nfev,njev,nlu
phase,8.0,0.08,10.0,200,300.0,2.5999999999999996,1.0,2.4000000000000004,0.52,0.12565840264204153,0.12175182452861533,0.4791125050842879,0.8696635179525621,1.9440455074435108,0.40500948071739806,0.5938344692737983,0.0,9.508908568353744e-13,1.5239817282337838e-12,1.195223016811018e-12,1.5239817282337838e-12,5.0847457627118615,True,2231,17,153
phase,8.0,0.08,10.0,200,300.0,2.5999999999999996,1.2000000000000002,2.4000000000000004,0.6240000000000001,0.13875672750207846,0.15779092030174247,0.4366855461947816,0.9541572197601756,1.6543463482783793,0.3446554892246623,0.6615028952860041,0.0,1.864303383882774e-13,6.451382758603344e-14,7.973573885118988e-14,1.864303383882774e-13,5.0847457627118615,True,2401,19,169
phase,8.0,0.08,10.0,200,300.0,2.5999999999999996,1.4000000000000001,2.4000000000000004,0.7280000000000001,0.1450662037468553,0.19612760249780314,0.41875007531226305,0.9950246966665192,1.4387388773556493,0.29973726611576024,0.722280836319238,0.0,3.9843720094230523e-14,1.6686574673435034e-14,3.630333515645974e-14,3.9843720094230523e-14,5.0847457627118615,True,2703,19,188
phase,8.0,0.08,10.0,200,300.0,2.5999999999999996,1.6,2.4000000000000004,0.8319999999999999,0.14796452011671846,0.23504602690425647,0.4109831752160828,1.0138290124591978,1.27559687458963,0.2657493488728396,0.7788096953942863,0.0,5.244252603662931e-14,3.220321511744269e-14,1.1727580245243782e-13,1.1727580245243782e-13,5.0847457627118615,True,3066,22,206
phase,8.0,0.08,10.0,200,300.0,2.5999999999999996,1.8,2.4000000000000004,0.936,0.15022585928377907,0.2710522329475773,0.40511543822905616,1.028513424440466,1.1492945271286252,0.2394363598184636,0.8323483018620043,0.0,1.3487963436123176e-13,6.59711325027726e-14,2.059470997589479e-13,2.059470997589479e-13,5.0847457627118615,True,3463,22,224
phase,8.0,0.08,10.0,200,300.0,2.5999999999999996,2.0,2.4000000000000004,1.04,0.15348458879109683,0.3089242340419851,0.3969413237811831,1.0496933468593894,1.0490179378911428,0.21854540372732142,0.8836719379006398,0.0,9.245641083604463e-14,1.9272431301320907e-14,8.615865150535548e-14,9.245641083604463e-14,5.0847457627118615,True,3832,30,262
phase,8.0,0.08,10.0,200,300.0,2.5999999999999996,2.2,2.4000000000000004,1.144,0.15730237287779336,0.37919543460230853,0.38776517223550744,1.0745334973343248,0.9675225813104653,0.20156720443968026,0.9332838051972937,0.0,9.437302616730747e-13,9.641850985378813e-14,3.8415978337927187e-13,9.437302616730747e-13,5.0847457627118615,True,4703,56,351
phase,8.0,0.08,10.0,200,300.0,2.5999999999999996,2.4000000000000004,2.4000000000000004,1.2480000000000002,0.15915041521546158,0.5885613118671917,0.3834705866708546,1.0865674738811333,0.8999272944394223,0.18748485300821296,0.9815264589227727,0.0,2.2247415899557366e-12,1.4778725907257143e-13,1.1946656696659714e-12,2.2247415899557366e-12,5.0847457627118615,True,5354,67,399
phase,8.0,0.08,10.0,200,300.0,2.5999999999999996,2.6,2.4000000000000004,1.3519999999999999,0.15532218175216328,0.6044982426452628,0.39247230627583035,1.0616460320994787,0.8428753976684243,0.17559904118092173,1.0286436735160536,0.0,1.0464060240466882e-12,9.295847709336288e-14,3.815246767602449e-13,1.0464060240466882e-12,5.0847457627118615,True,5891,91,460
phase,8.0,0.08,10.0,200,300.0,2.5999999999999996,2.8,2.4000000000000004,1.4560000000000002,0.14811947462406494,0.44479576195686765,0.41057582133414705,1.0148348855827107,0.7940014374988712,0.16541696614559817,1.0748155937134365,0.0,8.15745230767291e-13,4.1544094823158274e-14,4.490301138308688e-13,8.15745230767291e-13,5.0847457627118615,True,6416,82,474
phase,8.0,0.08,10.0,200,300.0,2.5999999999999996,3.0,2.4000000000000004,1.56,0.13990314498471101,0.28974502241584377,0.43331668162889525,0.9615754120066667,0.751597525462681,0.1565828178047252,1.12017954040202,-3.319796961924972e-27,7.1897000634415965e-12,2.1662666667267458e-13,5.135806176970784e-12,7.1897000634415965e-12,5.0847457627118615,True,6762,83,506
phase,8.0,0.08,10.0,200,300.0,2.5999999999999996,3.2,2.4000000000000004,1.6639999999999997,0.1313383160587664,0.22760479229875785,0.4597749660425546,0.906240438127947,0.714402375257064,0.14883382817855498,1.1648428970259845,0.0,3.0029633739986893e-12,3.766642044975228e-13,4.5435233075121767e-13,3.0029633739986893e-12,5.0847457627118615,True,7063,97,546
phase,8.0,0.08,10.0,200,300.0,2.9499999999999997,0.8,2.0500000000000003,0.472,0.11361616025140381,0.09063709573918777,0.5257675066418068,0.9277957878464151,1.7158255974720973,0.41849404816392616,0.578818551584644,0.0,9.640558117186232e-12,5.035930833008191e-12,1.2693460352772308e-11,1.2693460352772308e-11,5.0847457627118615,True,2105,10,140
phase,8.0,0.08,10.0,200,300.0,2.9499999999999997,1.0,2.0500000000000003,0.59,0.12531390928404162,0.12473102756166421,0.4803359358228648,1.015549413793329,1.3429481212747534,0.3275483222621349,0.6714761441960351,0.0,9.583956850625053e-14,8.322117694527009e-14,6.370545547038462e-14,9.583956850625053e-14,5.0847457627118615,True,2172,18,152
phase,8.0,0.08,10.0,200,300.0,2.9499999999999997,1.2000000000000002,2.0500000000000003,0.7080000000000001,0.13837254546402444,0.16276245805640355,0.4378259038049212,1.114152620503989,1.1081406899003825,0.2702782170488738,0.7399480978672298,0.0,5.086670238772678e-14,1.944529714352684e-14,4.064027454724536e-14,5.086670238772678e-14,5.0847457627118615,True,2491,19,173
phase,8.0,0.08,10.0,200,300.0,2.9499999999999997,1.4000000000000001,2.0500000000000003,0.8260000000000001,0.1446208349218897,0.2038823755802277,0.41996895405233825,1.1615260445846864,0.9438357626818045,0.23020384455653767,0.8009299319585279,0.0,3.1782322909400897e-13,5.4741417777512105e-14,1.0810884414722174e-13,3.1782322909400897e-13,5.0847457627118615,True,2857,17,187
phase,8.0,0.08,10.0,200,300.0,2.9499999999999997,1.6,2.0500000000000003,0.944,0.14735466225946625,0.25576093680471645,0.41259407963262634,1.182287633606187,0.8248465061492468,0.201182074670548,0.8576372614464096,0.0,1.3538531665924265e-13,5.4233587527957995e-14,2.686351497563581e-13,2.686351497563581e-13,5.0847457627118615,True,3421,18,215
phase,8.0,0.08,10.0,200,300.0,2.9499999999999997,1.8,2.0500000000000003,1.0620000000000003,0.14885182816982478,0.409436449605477,0.40866115869494235,1.1936658712723842,0.7353030821663609,0.17934221516252705,0.9116132477297239,0.0,4.727464140885907e-13,1.1261611167899201e-13,8.162616015614451e-13,8.162616015614451e-13,5.0847457627118615,True,3675,25,242
phase,8.0,0.08,10.0,200,300.0,2.9499999999999997,2.0,2.0500000000000003,1.18,0.1476612409603617,0.48653284009782527,0.41178273586857106,1.184617118587685,0.6655210353958498,0.16232220375508533,0.9636947915092555,0.0,9.926007534322497e-13,1.1953161639664942e-13,2.1222648589943133e-13,9.926007534322497e-13,5.0847457627118615,True,4132,27,264
phase,8.0,0.08,10.0,200,300.0,2.9499999999999997,2.2,2.0500000000000003,1.2979999999999998,0.1416133296701494,0.3521357842319328,0.4283839125590022,1.1387096101130876,0.6095178375158561,0.1486628871989893,1.0143704828852844,0.0,1.3540589792659158e-12,1.0568993798020574e-13,4.770860015788419e-13,1.3540589792659158e-12,5.0847457627118615,True,4647,46,334
phase,8.0,0.08,10.0,200,300.0,2.9499999999999997,2.4000000000000004,2.0500000000000003,1.4160000000000001,0.13219157229410333,0.22075387869492924,0.4569997273192017,1.0674073722325488,0.5634734146552377,0.13743254015981407,1.063947338321338,0.0,3.01278748089048e-12,1.6939394808429242e-13,2.9964260466290816e-12,3.01278748089048e-12,5.0847457627118615,True,5116,58,371
phase,8.0,0.08,10.0,200,300.0,2.9499999999999997,2.6,2.0500000000000003,1.5339999999999998,0.12152164501586821,0.18054142647289662,0.4942126831046653,0.9870343168539691,0.5248565414611556,0.12801379060028184,1.1126313764153297,-3.692358345884133e-23,7.367975931461395e-12,2.10574511711397e-13,4.870334388324441e-12,7.367975931461395e-12,5.0847457627118615,True,5857,62,412
phase,8.0,0.08,10.0,200,300.0,2.9499999999999997,2.8,2.0500000000000003,1.6520000000000001,0.11082346598931758,0.16376499973920766,0.5378563545754285,0.9069426695420238,0.49193034354449056,0.11998301062060744,1.1605686178545271,0.0,4.279607553596325e-11,2.594899188779516e-12,4.6325325836308795e-11,4.6325325836308795e-11,5.0847457627118615,True,6257,64,444
phase,8.0,0.08,10.0,200,300.0,2.9499999999999997,3.0,2.0500000000000003,1.77,0.10793423982086242,0.167242788733854,0.550934628777916,0.8854133549942756,0.4634652081698232,0.11304029467556662,1.2078672291838508,0.0,6.479331991841028e-08,4.888941484810851e-09,1.4638215904153832e-08,6.479331991841028e-08,5.0847457627118615,True,6752,66,472
phase,8.0,0.08,10.0,200,300.0,2.9499999999999997,3.2,2.0500000000000003,1.888,0.10706514666657216,0.16672663754127848,0.55498809800179,0.878946557241678,0.43856638359416356,0.1069674106327228,1.2546103223543286,0.0,2.998676921809243e-07,1.392175745971983e-08,1.2099164213975498e-07,2.998676921809243e-07,5.0847457627118615,True,7202,71,497
phase,8.0,0.08,10.0,200,300.0,3.3,0.8,1.7000000000000002,0.528,0.10161466103023653,0.09500954455276545,0.58176183508407,1.0111273353513153,1.1113843836497528,0.32687775989698614,0.6690943073677458,0.0,1.0944664620975269e-11,9.23570217399132e-12,1.504225335886129e-11,1.504225335886129e-11,5.0847457627118615,True,1879,9,135
phase,8.0,0.08,10.0,200,300.0,3.3,1.0,1.7000000000000002,0.66,0.12384396777919637,0.13356266888109314,0.48562467609937626,1.2112961368488468,0.8411267816729198,0.2473902299037999,0.7526135982616409,0.0,4.9643564527498955e-14,1.6217304505612293e-14,5.4061997495256676e-14,5.4061997495256676e-14,5.0847457627118615,True,2110,15,149
phase,8.0,0.08,10.0,200,300.0,3.3,1.2000000000000002,1.7000000000000002,0.7920000000000001,0.13650311934609582,0.1843180841521408,0.4434583420416749,1.3264724966259995,0.6779712722860254,0.19940331537824274,0.8175438426713344,0.0,4.781308994080682e-13,6.625886903835046e-14,4.3996670490441545e-13,4.781308994080682e-13,5.0847457627118615,True,2641,18,178
phase,8.0,0.08,10.0,200,300.0,3.3,1.4000000000000001,1.7000000000000002,0.924,0.14179530441305266,0.30838892409273955,0.42786544891179196,1.3748137308439612,0.5691339364205833,0.16739233424134803,0.8766203150571483,0.0,2.6696270612714773e-13,8.872135843391981e-14,3.183779917955234e-13,3.183779917955234e-13,5.0847457627118615,True,3145,16,198
phase,8.0,0.08,10.0,200,300.0,3.3,1.6,1.7000000000000002,1.056,0.14089396420267353,0.3653878478521888,0.4304454588442391,1.3665733533281523,0.4921226169916927,0.14474194617402725,0.932743311686283,0.0,8.623585141514104e-13,5.283822701072102e-14,4.1046067997340277e-13,8.623585141514104e-13,5.0847457627118615,True,3543,21,225
phase,8.0,0.08,10.0,200,300.0,3.3,1.8,1.7000000000000002,1.1880000000000002,0.13314339242295942,0.24303032230139077,0.45394192099053043,1.295838227132845,0.4348076254901731,0.12788459573240385,0.9871024337644518,-2.7418923318426005e-22,8.335789487085421e-13,7.425566312497417e-14,2.0242789593676877e-13,8.335789487085421e-13,5.0847457627118615,True,3900,25,258
phase,8.0,0.08,10.0,200,300.0,3.3,2.0,1.7000000000000002,1.32,0.12075340047760702,0.16659418465190812,0.49711836728147385,1.1832902037686766,0.3903865957267055,0.11481958697844279,1.040266330725089,0.0,3.655749707530006e-13,8.383673814202588e-14,3.215779274510739e-13,3.655749707530006e-13,5.0847457627118615,True,4289,25,276
phase,8.0,0.08,10.0,200,300.0,3.3,2.2,1.7000000000000002,1.452,0.10685739934201494,0.15638568059789804,0.5559654675716882,1.0580428613433581,0.35483816488004405,0.10436416614118943,1.0925410150654167,0.0,4.614349934735116e-12,2.6047635716562455e-13,1.5845534950916433e-12,4.614349934735116e-12,5.0847457627118615,True,4595,26,292
phase,8.0,0.08,10.0,200,300.0,3.3,2.4000000000000004,1.7000000000000002,1.5840000000000003,0.09337152729976178,0.15990109815900433,0.6272337973690741,0.937824614338376,0.3256558785576249,0.09578114075224262,1.1441095171239775,-6.1060639052722475e-25,1.0913790104278107e-11,7.552292342287222e-13,1.26216044541621e-11,1.26216044541621e-11,5.0847457627118615,True,4961,32,337
phase,8.0,0.08,10.0,200,300.0,3.3,2.6,1.7000000000000002,1.7160000000000002,0.08513343309481086,0.15728906121852404,0.6798507625357719,0.8652417950133513,0.30120204139463785,0.08858883570430524,1.1950915210876385,0.0,1.3118979356712428e-07,3.2061529045485316e-09,1.038612499350746e-07,1.3118979356712428e-07,5.0847457627118615,True,5429,38,368
phase,8.0,0.08,10.0,200,300.0,3.3,2.8,1.7000000000000002,1.848,0.08025031577868796,0.14880193698432742,0.715092798549112,0.8225999413099214,0.2803622500040435,0.08245948529530692,1.2455711122489908,0.0,5.158478741037676e-09,9.6462473383489e-10,5.100264082777554e-09,5.158478741037676e-09,5.0847457627118615,True,5874,42,394
phase,8.0,0.08,10.0,200,300.0,3.3,3.0,1.7000000000000002,1.98,0.073742591955476,0.1360982522128587,0.7676346688041277,0.7662958931154569,0.2623517890534065,0.07716229089806073,1.295610651662343,-6.886020587394871e-30,3.653124355555517e-07,6.491543251724938e-09,2.6577293831212856e-07,3.653124355555517e-07,5.0847457627118615,True,6019,45,412
phase,8.0,0.08,10.0,200,300.0,3.3,3.2,1.7000000000000002,2.112,0.06588318714900787,0.12120918529852226,0.841234925115416,0.6992521072956429,0.24660133368572812,0.07252980402521414,1.345258443534496,0.0,3.7758384487019717e-07,6.243920445391412e-09,2.7295605069678063e-07,3.7758384487019717e-07,5.0847457627118615,True,6623,55,443
phase,8.0,0.08,10.0,200,300.0,3.65,0.8,1.35,0.584,0.09860795676035039,0.10749043827157356,0.5976056751079768,1.2395142342095429,0.6349143583151173,0.235153466042636,0.758512772903081,0.0,2.7995068593620906e-12,1.98450885506915e-12,3.927986863131032e-12,3.927986863131032e-12,5.0847457627118615,True,1834,11,133
phase,8.0,0.08,10.0,200,300.0,3.65,1.0,1.35,0.73,0.1192772864808922,0.17653997782539066,0.5027946027592517,1.4732472001005597,0.47016668285410035,0.1741358084644816,0.8288232636123936,0.0,3.6651892644150956e-13,1.143500430935883e-13,4.3531929884318964e-13,4.3531929884318964e-13,5.0847457627118615,True,2093,9,146
phase,8.0,0.08,10.0,200,300.0,3.65,1.2000000000000002,1.35,0.8760000000000001,0.12829582119323613,0.27300318711284133,0.4699416395151951,1.5762398528994144,0.37311736259489453,0.13819161577588687,0.8893534947934089,0.0,7.530455671736614e-13,7.314404951189812e-14,6.670889637899498e-13,7.530455671736614e-13,5.0847457627118615,True,2668,15,177
phase,8.0,0.08,10.0,200,300.0,3.65,1.4000000000000001,1.35,1.0220000000000002,0.12479761594136302,0.2249092813474185,0.4821808183605461,1.536230211851478,0.3092089374064388,0.11452182866905139,0.9472864153087319,0.0,1.5644294953554398e-12,9.086098280395371e-14,1.3222423501344174e-12,1.5644294953554398e-12,5.0847457627118615,True,3103,17,202
phase,8.0,0.08,10.0,200,300.0,3.65,1.6,1.35,1.168,0.11170301419990564,0.14558906654531523,0.5339920774677466,1.3871755256246883,0.26402163609657064,0.097785791146878,1.0040833732951815,-1.6607874097907224e-22,5.806378259361741e-13,2.8636691734251357e-13,2.0195887543820805e-12,2.0195887543820805e-12,5.0847457627118615,True,3627,19,232
phase,8.0,0.08,10.0,200,300.0,3.65,1.8,1.35,1.3140000000000003,0.09499936569396628,0.13676771925441034,0.617731288269592,1.199131005353034,0.2302996542580131,0.08529616824370854,1.0602278568919437,-1.527676848859776e-23,2.8723984144729926e-12,6.883319805549649e-14,1.6929512220072746e-12,2.8723984144729926e-12,5.0847457627118615,True,3913,22,248
phase,8.0,0.08,10.0,200,300.0,3.65,2.0,1.35,1.46,0.07842172449337048,0.13573190775952454,0.7291736800341432,1.0158632449625113,0.20407705311079752,0.07558409374473982,1.115904492412777,-2.32765003938234e-29,4.700405830263026e-13,1.0806132127280212e-13,6.05056996489696e-13,6.05056996489696e-13,5.0847457627118615,True,4228,19,265
phase,8.0,0.08,10.0,200,300.0,3.65,2.2,1.35,1.6059999999999997,0.06370190666012299,0.12574034163158748,0.8639579242797498,0.8573805736642431,0.1830257556588717,0.06778731691069322,1.171189912038271,-1.2190788105752909e-29,5.931919600090796e-12,2.9701775525002956e-13,6.35806042770622e-12,6.35806042770622e-12,5.0847457627118615,True,4497,22,278
phase,8.0,0.08,10.0,200,300.0,3.65,2.4000000000000004,1.35,1.7520000000000002,0.051389148269416624,0.10890451217332175,1.0155267426503938,0.7294152971368365,0.16569457258328826,0.06136836021603269,1.2261177825134073,0.0,9.92064339664128e-12,3.747056063886371e-13,9.881311799582158e-12,9.92064339664128e-12,5.0847457627118615,True,4657,21,292
phase,8.0,0.08,10.0,200,300.0,3.65,2.6,1.35,1.8980000000000001,0.04140605045946613,0.08890094233046653,1.1756414901959957,0.6300736635428279,0.15113282097970893,0.055975118881373666,1.2807036443127102,0.0,6.499319909468499e-12,4.0516976403696e-13,8.45477540768215e-12,8.45477540768215e-12,5.0847457627118615,True,4683,23,293
phase,8.0,0.08,10.0,200,300.0,3.65,2.8,1.35,2.0440000000000005,0.033960020628912846,0.0781250399827918,1.3241186721383282,0.5594217167442503,0.13869154797480118,0.051367239990667106,1.3349552690136282,-5.0597672559821244e-30,9.832973081682085e-13,2.457960877516552e-13,2.204857495141472e-12,2.204857495141472e-12,5.0847457627118615,True,4652,23,296
phase,8.0,0.08,10.0,200,300.0,3.65,3.0,1.35,2.19,0.03393070835635725,0.08151816961178004,1.3247610628192876,0.5591504472242977,0.12791231433037342,0.04737493123347164,1.3888772687605015,-2.454255657512295e-25,2.0553466021069395e-11,3.380122601407996e-13,1.16046277609397e-11,2.0553466021069395e-11,5.0847457627118615,True,4611,33,312
phase,8.0,0.08,10.0,200,300.0,3.65,3.2,1.35,2.336,0.038406130301495214,0.09007030123673182,1.232085768864307,0.6012087465497871,0.11846178314476806,0.04387473449806224,1.4424732261947713,-9.647019892888119e-26,3.105776248753396e-12,3.289556053805804e-13,2.251060407166314e-12,3.105776248753396e-12,5.0847457627118615,True,4521,36,323
phase,8.0,0.08,10.0,200,300.0,4.0,0.8,1.0,0.6399999999999999,0.09006329054534856,0.15013156229774505,0.6474170670420609,1.5445993794523072,0.31062716207805485,0.15531358103902743,0.8352900211790946,0.0,3.6035919359750244e-13,1.741099715715274e-13,6.491905237143361e-13,6.491905237143361e-13,5.0847457627118615,True,1684,7,121
phase,8.0,0.08,10.0,200,300.0,4.0,1.0,1.0,0.8,0.10286930252897786,0.20488664109126198,0.5753838405195416,1.737970254946771,0.22607454343817412,0.11303727171908706,0.8960199208966693,0.0,3.1688995941209035e-13,4.346214625976707e-14,8.191770645178716e-14,3.1688995941209035e-13,5.0847457627118615,True,1994,9,146
phase,8.0,0.08,10.0,200,300.0,4.0,1.2000000000000002,1.0,0.96,0.0984718833940057,0.14790712589987098,0.5983420439757331,1.6712848613402085,0.17534791769180036,0.08767395884590017,0.9554515716423001,0.0,9.351020121597968e-14,8.283819574461229e-14,4.719075496416031e-13,4.719075496416031e-13,5.0847457627118615,True,2521,11,173
phase,8.0,0.08,10.0,200,300.0,4.0,1.4000000000000001,1.0,1.12,0.08302509669529862,0.11408935208196136,0.6946626947808634,1.439547578289716,0.1414248163036,0.0707124081518,1.0150990260496666,-1.09670477440327e-19,1.406576053000864e-12,1.393227441944954e-13,1.8914944292045613e-12,1.8914944292045613e-12,5.0847457627118615,True,2802,18,191
phase,8.0,0.08,10.0,200,300.0,4.0,1.6,1.0,1.2799999999999998,0.06496745652225272,0.09303729754717438,0.8506424236061301,1.1755820921330236,0.1170377830832635,0.05851889154163174,1.0747721037205422,-7.378027267572327e-22,2.1452694188523745e-13,1.2002923712614073e-13,1.1218889171977069e-12,1.1218889171977069e-12,5.0847457627118615,True,3047,16,203
phase,8.0,0.08,10.0,200,300.0,4.0,1.8,1.0,1.4400000000000004,0.04884316600239261,0.0727910757489944,1.0527146822422755,0.9499250051970458,0.09854552832065851,0.049272764160329253,1.1341829473275695,-1.0725225464204326e-19,4.055717172335629e-12,9.375018864844019e-14,3.4044510549465646e-12,4.055717172335629e-12,5.0847457627118615,True,3190,14,208
phase,8.0,0.08,10.0,200,300.0,4.0,2.0,1.0,1.6,0.03611531768285964,0.0637903747952008,1.2781910591904824,0.7823556523962315,0.08394521213627255,0.04197260606813628,1.193114790793903,-1.2091384513496102e-23,7.17239239835194e-13,3.440120433129415e-14,1.7717111788916785e-13,7.17239239835194e-13,5.0847457627118615,True,3255,18,212
phase,8.0,0.08,10.0,200,300.0,4.0,2.2,1.0,1.7599999999999998,0.026714132067503504,0.06965990114779289,1.4987443364542739,0.6672252069127399,0.0720517019859319,0.03602585099296595,1.2514296176542892,-5.263461811461454e-25,1.6979548505010705e-12,1.5304492012936372e-13,3.0953462214616755e-12,3.0953462214616755e-12,5.0847457627118615,True,3297,20,214
phase,8.0,0.08,10.0,200,300.0,4.0,2.4000000000000004,1.0,1.92,0.021007005244526485,0.06553851123375747,1.6613347625062513,0.6019256459134239,0.062121084186146064,0.03106054209307303,1.3090493304163797,-6.733242088615882e-22,6.1175539214596425e-12,8.213035988031607e-14,3.809330445087822e-12,6.1175539214596425e-12,5.0847457627118615,True,3243,21,218
phase,8.0,0.08,10.0,200,300.0,4.0,2.6,1.0,2.08,0.015291225574580875,0.0483287979118438,1.8497367052298985,0.5406174820300778,0.05366322828493797,0.026831614142468985,1.3659367759047194,-6.720144187545728e-27,3.5151571196721685e-12,4.571572179267053e-14,3.0357726311542767e-12,3.5151571196721685e-12,5.0847457627118615,True,3264,20,216
phase,8.0,0.08,10.0,200,300.0,4.0,2.8,1.0,2.24,0.014952793277292521,0.04789043694214193,1.8617597051441905,0.537126245259751,0.0463419435639627,0.023170971781981346,1.42208142185325,-9.198315817953415e-23,3.7311962305405035e-13,2.3139357804575685e-13,3.87916697424935e-12,3.87916697424935e-12,5.0847457627118615,True,3199,20,215
phase,8.0,0.08,10.0,200,300.0,4.0,3.0,1.0,2.4,0.011994404223861187,0.04008774289933417,1.9712065344987442,0.5073035131015781,0.03991868856608351,0.019959344283041754,1.4774894767904312,-1.4562221258254618e-22,4.790937669052917e-12,9.026377063755571e-14,5.154293475335959e-12,5.154293475335959e-12,5.0847457627118615,True,3267,20,214
phase,8.0,0.08,10.0,200,300.0,4.0,3.2,1.0,2.5599999999999996,0.010627273405762576,0.0355782092175105,2.0244820508190884,0.4939535026232554,0.03421926800951177,0.017109634004755885,1.5321773268923604,-1.1940012267648682e-22,9.059006168984618e-13,1.9594604385774964e-13,4.616817930660209e-12,4.616817930660209e-12,5.0847457627118615,True,3287,20,213
